season_year,team_name,v1_rank,v2_rank,rank_diff,v1_rating,v2_season_coe
2007,South Carolina,41,75,-34,1.176541,13.63811598697863
2007,UConn,42,25,17,1.15521,23.240283483780576
2007,Oklahoma State,43,60,-17,1.137815,17.02628324657987
2007,Washington State,44,76,-32,1.116101,13.331975731995865
2007,UCF,45,3,42,1.108982,29.476161016040557
2007,Michigan State,46,36,10,1.108403,21.421193836771913
2007,Air Force,47,21,26,1.107669,23.876390816186102
2007,Tulsa,48,7,41,1.107524,26.818942831761504
2007,Maryland,49,70,-21,1.062562,14.38185260795141
2007,Rutgers,50,49,1,1.061474,18.479313309018394
2007,Washington,51,79,-28,1.060474,13.03767675560779
2007,TCU,52,45,7,1.050795,19.244529668790708
2007,New Mexico,53,33,20,1.009338,22.102428882869404
2007,East Carolina,54,22,32,0.97801,23.785364777438204
2007,Louisville,55,83,-28,0.959572,12.600123008898144
2007,Purdue,56,44,12,0.925558,19.41573704968931
2007,Pittsburgh,57,87,-30,0.917172,11.905251471779167
2007,Georgia Tech,58,63,-5,0.904754,16.17468412981472
2007,Nebraska,59,78,-19,0.900602,13.054282740792914
2007,Notre Dame,60,102,-42,0.865435,8.19189429133859
2007,Hawai'i,61,18,43,0.852739,24.751238141122773
2007,Navy,62,37,25,0.841887,21.364296601217752
2007,Kansas State,63,89,-26,0.832934,11.463737096407485
2007,Fresno State,64,38,26,0.815282,21.174240214034718
2007,NC State,65,84,-19,0.798091,12.439869072245584
2007,Miami (FL),66,85,-19,0.79042,12.094738904954937
2007,Iowa,67,67,0,0.767225,15.288756684233286
2007,FAU,68,17,51,0.748741,24.75354791116174
2007,Wyoming,69,69,0,0.735387,14.390370105898182
2007,Indiana,70,48,22,0.721154,18.648634774689857
2007,Boise State,71,42,29,0.712057,20.146235420832877
2007,Iowa State,72,94,-22,0.699747,10.213375442963693
2007,Troy,73,47,26,0.691166,18.866950865221295
2007,Vanderbilt,74,86,-12,0.680778,12.026855554615635
2007,Central Michigan,75,35,40,0.651798,21.644463666488452
2007,Southern Miss,76,64,12,0.636021,15.576932340001678
2007,ULM,77,65,12,0.622729,15.4580513895602
2007,Northwestern,78,71,7,0.611145,14.071935565583972
2007,Houston,79,51,28,0.605873,18.277050869839453
2007,North Carolina,80,98,-18,0.587406,9.460659460178539
2007,Ball State,81,54,27,0.563154,17.97716393348062
2007,Miami (OH),82,57,25,0.553524,17.355343845437147
2007,Bowling Green,83,41,42,0.545678,20.48719429412391
2007,San Diego State,84,99,-15,0.533136,9.274327538187144
2007,UTEP,85,95,-10,0.503931,9.609152974276654
2007,Syracuse,86,104,-18,0.503481,6.636442961760804
2007,UNLV,87,105,-18,0.493949,6.526629379999325
2007,Memphis,88,53,35,0.484514,17.98949599952366
2007,Middle Tennessee,89,72,17,0.48357,13.985080667271891
2007,Ole Miss,90,110,-20,0.481508,5.674617001334504
2007,Marshall,91,101,-10,0.456623,8.5790636757444
2007,Colorado State,92,107,-15,0.446342,5.869526764738384
2007,Western Michigan,93,81,12,0.438354,12.818663789252133
2007,Ohio,94,68,26,0.430981,14.624559355112972
2007,Baylor,95,111,-16,0.423767,5.615842063683262
2007,Arkansas State,96,73,23,0.421654,13.896912647681415
2007,Buffalo,97,66,31,0.416676,15.438840628010581
2007,Toledo,98,91,7,0.391238,11.32023754042261
2007,Nevada,99,82,17,0.388689,12.778374494212306
2007,Duke,100,113,-13,0.388152,3.727708465808985
2007,Akron,101,88,13,0.381802,11.783888439412765
2007,Rice,102,96,6,0.376957,9.550010682617371
2007,Temple,103,77,26,0.362675,13.093267000944861
2007,Tulane,104,97,7,0.360112,9.528385448265512
2007,Louisiana Tech,105,90,15,0.343968,11.413823976098282
2007,Eastern Michigan,106,93,13,0.342884,10.634261050641525
2007,San Jose State,107,92,15,0.337109,11.238514005481033
2007,Louisiana,108,100,8,0.333528,9.127896679841728
2007,Army,109,109,0,0.333197,5.701802226205829
2007,Kent State,110,103,7,0.327804,6.875788984943021
2007,Minnesota,111,118,-7,0.32596,2.3793561907521976
2007,UAB,112,116,-4,0.27598,2.7908613295082665
2007,North Texas,113,115,-2,0.273649,3.0645000886981446
2007,FIU,114,114,0,0.271646,3.2739898410064194
2007,Utah State,115,106,9,0.263382,6.501222153949352
2007,New Mexico State,116,108,8,0.257969,5.845388515650413
2007,SMU,117,117,0,0.233613,2.6468462114772056
2007,Northern Illinois,118,112,6,0.212065,5.355880577242629
2007,Idaho,119,119,0,0.186478,0.0
2008,Florida,1,3,-2,3.619844,30.512075369478083
2008,Virginia Tech,2,41,-39,2.591258,19.915010613656644
2008,Wake Forest,3,35,-32,2.206487,21.199489263751186
2008,Alabama,4,1,3,2.197638,31.198718332461496
2008,Boston College,5,36,-31,2.189997,20.925900993213414
2008,USC,6,13,-7,2.146562,26.016312720050774
2008,Florida State,7,46,-39,2.034083,19.279948777321984
2008,Utah,8,2,6,2.026432,30.540627811844402
2008,Georgia,9,27,-18,2.0126,22.54766769570439
2008,Vanderbilt,10,26,-16,2.002063,22.720010932579214
2008,Oklahoma,11,15,-4,1.997264,25.41788758832732
2008,Texas,12,6,6,1.988838,27.966085355622543
2008,Georgia Tech,13,34,-21,1.975717,21.230128595686867
2008,Ole Miss,14,10,4,1.949935,26.772597933964615
2008,North Carolina,15,28,-13,1.943469,21.940485032381982
2008,Maryland,16,42,-26,1.886162,19.870267805295974
2008,Oregon State,17,20,-3,1.870685,24.056027398657115
2008,West Virginia,18,45,-27,1.779735,19.397908359319953
2008,Pittsburgh,19,5,14,1.701526,28.070955035386596
2008,Cincinnati,20,9,11,1.697484,26.979468217681447
2008,California,21,24,-3,1.675315,22.777343434229657
2008,Miami (FL),22,61,-39,1.633519,16.44481724815175
2008,NC State,23,64,-41,1.617787,15.576541328401639
2008,Rutgers,24,39,-15,1.584192,20.234615708181998
2008,LSU,25,63,-38,1.530196,15.945909048129504
2008,Clemson,26,77,-51,1.514525,13.653915239059637
2008,Oregon,27,14,13,1.487779,25.81343907391964
2008,East Carolina,28,8,20,1.477958,27.02469980465925
2008,South Carolina,29,59,-30,1.432648,16.9031505691034
2008,Virginia,30,82,-52,1.431972,11.726178582353418
2008,Penn State,31,12,19,1.351206,26.060219747737854
2008,Texas Tech,32,23,9,1.34761,23.278432888031723
2008,TCU,33,16,17,1.343432,25.341886894237618
2008,Nebraska,34,21,13,1.330138,23.373170297650802
2008,Missouri,35,32,3,1.271537,21.38976070560934
2008,UConn,36,40,-4,1.267108,20.13222497524291
2008,Kentucky,37,73,-36,1.265107,14.318013786983164
2008,Boise State,38,11,27,1.225533,26.366349328142256
2008,Iowa,39,29,10,1.224199,21.934201771692347
2008,South Florida,40,51,-11,1.185572,18.71063354248541
2008,Michigan State,41,17,24,1.182843,25.25083628287223
2008,Navy,42,43,-1,1.173886,19.77869594066654
2008,Ohio State,43,37,6,1.116668,20.815586355606914
2008,Arizona,44,25,19,1.104301,22.742768872302143
2008,Rice,45,4,41,1.072769,28.729558442234588
2008,Duke,46,88,-42,1.060618,10.513491467519202
2008,Tulsa,47,18,29,1.05321,24.63806009663296
2008,Tennessee,48,83,-35,1.040033,11.625894475212757
2008,Notre Dame,49,47,2,1.03601,19.228483549241947
2008,Oklahoma State,50,33,17,1.021255,21.30829229541185
2008,Kansas,51,54,-3,0.996484,17.9306570534743
2008,Houston,52,44,8,0.995083,19.42817825239818
2008,Northwestern,53,22,31,0.953603,23.315609764840065
2008,Ball State,54,7,47,0.909014,27.472628930007527
2008,BYU,55,31,24,0.903885,21.48289451039465
2008,Arkansas,56,79,-23,0.893859,12.66909993629653
2008,Southern Miss,57,50,7,0.866826,18.875561106460808
2008,Stanford,58,67,-9,0.860536,15.29221631706101
2008,Colorado State,59,53,6,0.860378,17.947074705828353
2008,Mississippi State,60,104,-44,0.823361,8.68243811330768
2008,Air Force,61,48,13,0.813266,19.13579565549179
2008,Buffalo,62,19,43,0.793567,24.535290197043714
2008,Auburn,63,97,-34,0.773783,9.392411624218719
2008,Fresno State,64,52,12,0.767787,18.51706148607303
2008,Hawai'i,65,66,-1,0.75584,15.405178278533757
2008,Wisconsin,66,74,-8,0.753979,14.301266532672335
2008,Colorado,67,84,-17,0.738883,11.214346189111286
2008,Louisiana Tech,68,38,30,0.719821,20.321988133072526
2008,Nevada,69,57,12,0.693409,16.97753362788882
2008,Louisville,70,91,-21,0.67519,10.09103580511965
2008,FAU,71,60,11,0.669459,16.626665412551628
2008,Western Michigan,72,30,42,0.664614,21.928961264167565
2008,UCLA,73,86,-13,0.657393,10.633553518221621
2008,Bowling Green,74,55,19,0.653705,17.80744789768723
2008,Minnesota,75,58,17,0.652888,16.90361464158037
2008,Central Michigan,76,49,27,0.647736,19.114621402032057
2008,Middle Tennessee,77,81,-4,0.640011,11.758490969278046
2008,Troy,78,65,13,0.634609,15.556267813498144
2008,Arizona State,79,92,-13,0.603605,10.077851196032908
2008,Marshall,80,96,-16,0.586543,9.484855277982184
2008,Memphis,81,75,6,0.568436,14.139921020711249
2008,Illinois,82,80,2,0.561432,11.809320133990164
2008,UTEP,83,69,14,0.551549,14.957516635475296
2008,Syracuse,84,107,-23,0.55058,7.479771821819986
2008,New Mexico,85,89,-4,0.537384,10.44107299362257
2008,Texas A&M,86,85,1,0.523203,10.867771031552158
2008,UNLV,87,62,25,0.519522,16.193482602078593
2008,Arkansas State,88,68,20,0.499486,15.20467287233638
2008,Louisiana,89,56,33,0.482317,17.22799418418843
2008,Michigan,90,106,-16,0.478828,7.966750468705845
2008,Baylor,91,94,-3,0.471572,9.557711150631185
2008,Northern Illinois,92,76,16,0.468096,14.075055264682215
2008,San Jose State,93,72,21,0.455834,14.48972306174895
2008,Purdue,94,105,-11,0.448101,8.412180028263904
2008,Akron,95,71,24,0.443899,14.629371564319365
2008,Wyoming,96,99,-3,0.44197,9.322143863250623
2008,UCF,97,102,-5,0.438003,8.958311469475463
2008,FIU,98,78,20,0.431389,12.914336944222791
2008,Kansas State,99,87,12,0.430625,10.592948649611667
2008,Temple,100,70,30,0.42878,14.789314864868752
2008,Utah State,101,100,1,0.416276,9.080069367708292
2008,UAB,102,93,9,0.404094,9.811419234555501
2008,Army,103,98,5,0.383601,9.35387606691441
2008,Kent State,104,90,14,0.372099,10.100027860779111
2008,Indiana,105,113,-8,0.369123,3.3490329047374567
2008,Eastern Michigan,106,108,-2,0.362618,7.2198416413580535
2008,Washington State,107,115,-8,0.352932,2.7436443105743775
2008,ULM,108,101,7,0.349087,9.014534308069736
2008,New Mexico State,109,109,0,0.347541,6.988539247370758
2008,Washington,110,117,-7,0.346575,0.0
2008,Tulane,111,110,1,0.332053,5.600417408446141
2008,Toledo,112,95,17,0.321297,9.509122972138128
2008,San Diego State,113,111,2,0.315506,5.510968188279908
2008,Ohio,114,103,11,0.30807,8.956258819372017
2008,Miami (OH),115,112,3,0.286207,3.4449102127830984
2008,Iowa State,116,116,0,0.259665,2.378964547176891
2008,SMU,118,118,0,0.229835,0.0
2008,Idaho,119,114,5,0.222718,3.1235870805427304
2008,North Texas,120,119,1,0.220288,0.0
2009,Alabama,1,1,0,3.710008,35.15529350056942
2009,Florida,2,14,-12,2.7129,26.305665874492725
2009,Ohio State,3,11,-8,2.349687,26.718259374723253
2009,Texas,4,4,0,2.278993,29.05412104804574
2009,Iowa,5,10,-5,2.194236,27.06648230543077
2009,Oregon,6,13,-7,2.154684,26.494522703273315
2009,Georgia Tech,7,8,-1,2.109398,27.721134820079026
2009,Virginia Tech,8,23,-15,2.022251,23.4534199844911
2009,USC,9,37,-28,1.96694,20.371903521937885
2009,Cincinnati,10,7,3,1.850533,28.708549340904455
2009,Boise State,11,2,9,1.797297,31.106081432560874
2009,Clemson,12,30,-18,1.745859,22.03770391846644
2009,Pittsburgh,13,19,-6,1.741477,24.76519421005697
2009,Georgia,14,51,-37,1.719159,17.998516151535483
2009,Nebraska,15,12,3,1.696823,26.622206623253813
2009,Stanford,16,20,-4,1.664983,24.689850053352714
2009,Miami (FL),17,26,-9,1.664227,22.911469137498276
2009,BYU,18,5,13,1.655722,28.924409554057405
2009,LSU,19,34,-15,1.649998,20.891633060689863
2009,TCU,20,9,11,1.641778,27.44578532048345
2009,Penn State,21,21,0,1.607654,24.339942539497894
2009,Arizona,22,36,-14,1.604515,20.39854685237212
